Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.035;Operador de horno secado loza y porcelana;81.812.016;Operador de horno de secado de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.037;Operador de horno vidriar loza y porcelana;81.812.020;Operador de horno para vidriar loza y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.038;Operador de horno vidriar tejas;81.812.021;Operador de horno para vidriar tejas;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.039;Operador de instalaciones mezcladora de hormigón;81.140.007;Operador de instalaciones de mezcladora de hormigón;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.040;Operador de máquina aserradora piedra;81.120.021;Operador de máquina aserradora de piedra;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.042;Operador de máquina corte productos de piedra;81.140.010;Operador de máquina de corte de productos de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.043;Operador de máquina escultura mecánica piedra;81.140.020;Operador de máquina mecánica para esculturas de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.045;Operador de máquina fabricación cerámica;81.812.025;Operador de máquina de fabricación de cerámica;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.046;Operador de máquina fabricación loza y porcelana;81.812.039;Operador de máquina para la fabricación de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.047;Operador de máquina fabricación papel esmeril;81.140.024;Operador de máquina para la fabricación de papel de esmeril;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.048;Operador de máquina fabricación piedra artificial;81.140.025;Operador de máquina para la fabricación de piedra artificial;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.049;Operador de máquina fabricación tela esmeril;81.140.026;Operador de máquina para la fabricación de tela de esmeril;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.050;Operador de máquina fabricación tubos de cemento;81.140.027;Operador de máquina para la fabricación de tubos de cemento;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.052;Operador de máquina grabado productos de piedra;81.140.011;Operador de máquina de grabado de productos de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.053;Operador de máquina labra piedra;81.120.025;Operador de máquina de labrar piedra;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.054;Operador de máquina labra pizarra;81.120.026;Operador de máquina de labrar pizarra;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.055;Operador de máquina mezcladora de materiales abrasivos;81.812.032;Operador de máquina mezcladora de materiales abrasivos de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.056;Operador de máquina mezcladora de materiales arcilla;81.812.034;Operador de máquina mezcladora de materiales de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.058;Operador de máquina mezcladora de materiales frita esmalte;81.812.035;Operador de máquina mezcladora de materiales de frita para esmalte;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.059;Operador de máquina moldeadora extrusión pasta arcilla;81.812.036;Operador de máquina moldeadora de extrusión de pasta de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.060;Operador de máquina perforadora cerámica;81.812.041;Operador de máquina perforadora de cerámica;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.062;Operador de máquina productos arcilla;81.812.029;Operador de máquina de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.063;Operador de máquina productos concreto;81.140.015;Operador de máquina de productos de concreto;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.064;Operador de máquina productos piedra;81.140.016;Operador de máquina de productos de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.065;Operador de máquina productos prefabricados de hormigón;81.140.018;Operador de máquina de productos prefabricados de hormigón;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.066;Operador de máquina pulidora piedra;81.140.029;Operador de máquina pulidora de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.067;Operador de máquina quebrantadora piedra;81.120.037;Operador de máquina quebrantadora de piedra;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.068;Operador de máquina quebrantadora roca;81.120.038;Operador de máquina quebrantadora de roca;81120;Operadores de instalaciones de procesamiento de minerales y rocas
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.069;Operador de máquina trituradora arcilla;81.812.043;Operador de máquina trituradora de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.070;Operador de máquina trituradora pasta arcilla;81.812.044;Operador de máquina trituradora de pasta de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.071;Operador de prensa arcilla;81.812.045;Operador de prensa de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.072;Operador filtro prensa pasta de arcilla;81.812.008;Operador de filtro prensa para pasta de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.076;Operario corte arcilla;81.812.007;Operador de corte de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.077;Operario corte productos de concreto;81.140.005;Operador de corte de productos de concreto;81140;Operadores de máquinas para fabricar cemento y otros productos minerales
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.079;Perforador piedra;71.130.022;Perforador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.083;Preparador lechada arcilla;81.812.051;Preparador de lechada de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.084;Preparador pasta arcilla;81.812.052;Preparador de pasta de arcilla;81812;Operadores de moldeo de arcilla y piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.085;Pulidor alfareria y porcelana;73.140.031;Pulidor alfarería y porcelana;73140;Alfareros y ceramistas (barro y arcilla)
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.086;Pulidor cerámica;73.140.033;Pulidor de cerámica;73140;Alfareros y ceramistas (barro y arcilla)
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.087;Pulidor granito;71.130.025;Pulidor de granito;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.088;Pulidor mármol;71.130.026;Pulidor de mármol;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.090;Pulidor pizarra;71.130.028;Pulidor de pizarra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.091;Retocador cerámica decorativa;73.160.044;Retocador de cerámica decorativa;73160;Rotulistas, pintores decorativos y grabadores
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.093;Tornero cerámica;73.140.035;Tornero de cerámica;73140;Alfareros y ceramistas (barro y arcilla)
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.094;Tornero labra piedra;71.130.032;Tornero de labra de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.095;Tronzador piedra;71.130.034;Tronzador de piedra;71130;Labrantes, tronzadores y grabadores de piedra
9315;Inspectores de Control de Calidad, Tratamiento de Metales y Minerales;D-9315.003;Inspector control de calidad procesamiento vidrio;75.439.022;Inspector de control de calidad de procesamiento de vidrio;75439;Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones
9315;Inspectores de Control de Calidad, Tratamiento de Metales y Minerales;D-9315.008;Inspector procesamiento metal;31.226.002;Inspector de procesamiento de metal;31226;Supervisores de fabricación y tratamiento de productos mecánicos, metálicos y minerales
9315;Inspectores de Control de Calidad, Tratamiento de Metales y Minerales;D-9315.010;Muestreador minerales;31.171.011;Muestreador de minerales;31171;Técnicos de minas y metalurgia
9321;Operadores de Máquinas de Planta Química;D-9321.002;Destilador madera;62.101.009;Destilador de madera;62101;Trabajadores calificados de explotación forestal
9321;Operadores de Máquinas de Planta Química;D-9321.007;Operador coquería;81.311.017;Operador de coquería;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.008;Operador de alambique perfumería;81.311.011;Operador de alambique de perfumería;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.011;Operador de calcinadora tratamiento químico;81.311.015;Operador de calcinadora de tratamientos químicos;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.012;Operador de caldera tratamiento químico;81.311.016;Operador de caldera de tratamientos químicos;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.014;Operador de horno autoclave procesamiento químico;81.311.025;Operador de horno de autoclave de procesamiento químico;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.016;Operador de horno calcinación tratamiento químico;81.311.026;Operador de horno de calcinación de tratamiento químico;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.017;Operador de horno coque;81.311.027;Operador de horno de coque;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.018;Operador de horno retorta tratamientos químicos;81.311.029;Operador de horno de retorta de tratamientos químico;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.019;Operador de horno tratamientos químicos;81.311.030;Operador de horno de tratamientos químicos;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.020;Operador de máquina batidora tratamientos químicos;81.311.038;Operador de máquina batidora para tratamientos químicos;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.023;Operador de máquina evaporadora procesamiento químico;81.311.054;Operador de máquina evaporadora de procesamiento químico;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.025;Operador de máquina fabricación detergentes;81.311.043;Operador de máquina de fabricación de detergentes;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.026;Operador de máquina fabricación explosivos;81.311.044;Operador de máquina de fabricación de explosivos;81311;Operadores de máquinas de planta química
9321;Operadores de Máquinas de Planta Química;D-9321.027;Operador de máquina fabricación jabón;81.311.045;Operador de máquina de fabricación de jabón;81311;Operadores de máquinas de planta química
