Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.053;Operador prensa de moldear vidrio;Operador prensa de moldear vidrio;81.811.042;Operador de prensa para moldear vidrio;Operador de prensa para moldear vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.055;Operador túnel de recocido vidrio;Operador tunel de recocido vidrio;81.811.044;Operador de túnel de recocido de vidrio;Operador de tunel de recocido de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.056;Operario producción vidrio ornamental;Operario produccion vidrio ornamental;81.811.046;Operador maquina producción vidrio ornamental;Operador maquina produccion vidrio ornamental;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.057;Perforador vidrio;Perforador vidrio;73.151.014;Perforador de vidrio;Perforador de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.059;Pulidor cristales;Pulidor cristales;73.151.015;Pulidor de cristales;Pulidor de cristales;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.060;Pulidor cristales óptica;Pulidor cristales optica;73.151.016;Pulidor de cristales de óptica;Pulidor de cristales de optica;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.061;Pulidor vidrio;Pulidor vidrio;73.151.017;Pulidor de vidrio;Pulidor de vidrio;73151;Operarios de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.064;Templador vidrio;Templador vidrio;81.811.048;Templador de vidrio;Templador de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.066;Moldeador fibra de vidrio;Moldeador fibra de vidrio;81.811.004;Moldeador de fibra de vidrio;Moldeador de fibra de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;;;;
9313;Operadores de Fabricación, Moldeo y Acabado del Vidrio;D-9313.067;Operador de máquina producción fibra de vidrio;Operador de maquina produccion fibra de vidrio;81.811.025;Operador de máquina de producción de fibra de vidrio;Operador de maquina de produccion de fibra de vidrio;81811;Operadores de fabricación, moldeo y acabado del vidrio;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.002;Adornista monumentos;Adornista monumentos;71.130.001;Adornista de monumentos;Adornista de monumentos;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.003;Amolador piedra;Amolador piedra;71.130.002;Amolador de piedra;Amolador de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.004;Amolador pizarra;Amolador pizarra;71.130.003;Amolador de pizarra;Amolador de pizarra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.005;Aserrador cortador piedra;Aserrador cortador piedra;71.130.004;Aserrador cortador de piedra;Aserrador cortador de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.006;Aserrador piedra;Aserrador piedra;71.130.005;Aserrador de piedra;Aserrador de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.007;Cortador granito;Cortador granito;71.130.008;Cortador de granito;Cortador de granito;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.008;Cortador mármol;Cortador marmol;71.130.009;Cortador de mármol;Cortador de marmol;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.009;Cortador piedra;Cortador piedra;71.130.010;Cortador de piedra;Cortador de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.010;Cortador pulidor piedra;Cortador pulidor piedra;71.130.011;Cortador pulidor de piedra;Cortador pulidor de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.011;Dolador piedras;Dolador piedras;71.130.012;Dolador de piedras;Dolador de piedras;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.014;Fabricante bloques de concreto;Fabricante bloques de concreto;81.140.002;Fabricante de bloques de concreto;Fabricante de bloques de concreto;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.015;Fabricante modelos de arcilla;Fabricante modelos de arcilla;73.140.017;Fabricante de modelos de arcilla;Fabricante de modelos de arcilla;73140;Alfareros y ceramistas (barro y arcilla);;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.017;Fabricante planchas de concreto prevaciado;Fabricante planchas de concreto prevaciado;81.140.003;Fabricante de planchas de concreto de prevaciado;Fabricante de planchas de concreto de prevaciado;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.019;Grabador a máquina inscripciones de piedra;Grabador a maquina inscripciones de piedra;81.140.004;Grabador a máquina de inscripciones en piedra;Grabador a maquina de inscripciones en piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.021;Grabador piedra;Grabador piedra;71.130.014;Grabador de piedra;Grabador de piedra;71130;Labrantes, tronzadores y grabadores de piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.023;Hornero alfarería;Hornero alfareria;73.140.020;Hornero de alfarería;Hornero de alfareria;73140;Alfareros y ceramistas (barro y arcilla);;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.024;Hornero cerámica;Hornero ceramica;81.812.002;Hornero de cerámica;Hornero de ceramica;81812;Operadores de moldeo de arcilla y piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.025;Hornero loza y porcelana;Hornero loza y porcelana;81.812.003;Hornero de loza y porcelana;Hornero de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.026;Hornero productos arcilla;Hornero productos arcilla;81.812.004;Hornero de productos de arcilla;Hornero de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.027;Hornero tejas y ladrillo;Hornero tejas y ladrillo;81.812.005;Hornero de tejas y ladrillo;Hornero de tejas y ladrillo;81812;Operadores de moldeo de arcilla y piedra;;;;;;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.030;Operador de horno cerámica y porcelana;Operador de horno ceramica y porcelana;81.812.009;Operador de horno de cerámica y porcelana;Operador de horno de ceramica y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.031;Operador de horno decoración productos de arcilla;Operador de horno decoracion productos de arcilla;81.812.010;Operador de horno de decoración de productos de arcilla;Operador de horno de decoracion de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.032;Operador de horno loza abizcochada;Operador de horno loza abizcochada;81.812.012;Operador de horno de loza abizcochada;Operador de horno de loza abizcochada;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.033;Operador de horno loza y porcelana;Operador de horno loza y porcelana;81.812.013;Operador de horno de loza y porcelana;Operador de horno de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.034;Operador de horno productos de arcilla;Operador de horno productos de arcilla;81.812.015;Operador de horno de productos de arcilla;Operador de horno de productos de arcilla;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.035;Operador de horno secado loza y porcelana;Operador de horno secado loza y porcelana;81.812.016;Operador de horno de secado de loza y porcelana;Operador de horno de secado de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.037;Operador de horno vidriar loza y porcelana;Operador de horno vidriar loza y porcelana;81.812.020;Operador de horno para vidriar loza y porcelana;Operador de horno para vidriar loza y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.038;Operador de horno vidriar tejas;Operador de horno vidriar tejas;81.812.021;Operador de horno para vidriar tejas;Operador de horno para vidriar tejas;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.039;Operador de instalaciones mezcladora de hormigón;Operador de instalaciones mezcladora de hormigon;81.140.007;Operador de instalaciones de mezcladora de hormigón;Operador de instalaciones de mezcladora de hormigon;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.040;Operador de máquina aserradora piedra;Operador de maquina aserradora piedra;81.120.021;Operador de máquina aserradora de piedra;Operador de maquina aserradora de piedra;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.042;Operador de máquina corte productos de piedra;Operador de maquina corte productos de piedra;81.140.010;Operador de máquina de corte de productos de piedra;Operador de maquina de corte de productos de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.043;Operador de máquina escultura mecánica piedra;Operador de maquina escultura mecanica piedra;81.140.020;Operador de máquina mecánica para esculturas de piedra;Operador de maquina mecanica para esculturas de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.045;Operador de máquina fabricación cerámica;Operador de maquina fabricacion ceramica;81.812.025;Operador de máquina de fabricación de cerámica;Operador de maquina de fabricacion de ceramica;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.046;Operador de máquina fabricación loza y porcelana;Operador de maquina fabricacion loza y porcelana;81.812.039;Operador de máquina para la fabricación de loza y porcelana;Operador de maquina para la fabricacion de loza y porcelana;81812;Operadores de moldeo de arcilla y piedra;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.047;Operador de máquina fabricación papel esmeril;Operador de maquina fabricacion papel esmeril;81.140.024;Operador de máquina para la fabricación de papel de esmeril;Operador de maquina para la fabricacion de papel de esmeril;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.048;Operador de máquina fabricación piedra artificial;Operador de maquina fabricacion piedra artificial;81.140.025;Operador de máquina para la fabricación de piedra artificial;Operador de maquina para la fabricacion de piedra artificial;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.049;Operador de máquina fabricación tela esmeril;Operador de maquina fabricacion tela esmeril;81.140.026;Operador de máquina para la fabricación de tela de esmeril;Operador de maquina para la fabricacion de tela de esmeril;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.050;Operador de máquina fabricación tubos de cemento;Operador de maquina fabricacion tubos de cemento;81.140.027;Operador de máquina para la fabricación de tubos de cemento;Operador de maquina para la fabricacion de tubos de cemento;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.052;Operador de máquina grabado productos de piedra;Operador de maquina grabado productos de piedra;81.140.011;Operador de máquina de grabado de productos de piedra;Operador de maquina de grabado de productos de piedra;81140;Operadores de máquinas para fabricar cemento y otros productos minerales;;;;;1;;;
9314;Operadores de Moldeo de Arcilla, Piedra y Concreto;D-9314.053;Operador de máquina labra piedra;Operador de maquina labra piedra;81.120.025;Operador de máquina de labrar piedra;Operador de maquina de labrar piedra;81120;Operadores de instalaciones de procesamiento de minerales y rocas;;;;;1;;;
